year_month,monthly_rainfall_mm,avg_temperature_c,Region
2022-02,121.3,25.832142857142856,Eastern Province
2022-03,56.0,27.116129032258065,Eastern Province
2022-04,178.6,27.283333333333335,Eastern Province
2022-05,73.5,29.212903225806453,Eastern Province
2022-06,71.0,28.790000000000003,Eastern Province
2022-07,102.3,28.84193548387097,Eastern Province
2022-08,135.8,28.038709677419355,Eastern Province
2022-09,98.60000000000001,27.983333333333334,Eastern Province
2022-10,271.4,26.738709677419354,Eastern Province
2022-11,240.5,25.7,Eastern Province
2022-12,259.5,25.274193548387096,Eastern Province
2023-01,195.4,25.193548387096776,Eastern Province
2023-02,130.9,25.646428571428572,Eastern Province
2023-03,92.8,26.80322580645161,Eastern Province
2023-04,80.8,28.283333333333335,Eastern Province
2023-05,127.8,28.44193548387097,Eastern Province
2023-06,52.5,29.946666666666665,Eastern Province
2023-07,52.7,30.0,Eastern Province
2023-08,42.8,29.635483870967743,Eastern Province
2023-09,281.8,27.716666666666665,Eastern Province
2023-10,470.0,26.419354838709676,Eastern Province
2023-11,477.9,26.023333333333333,Eastern Province
2023-12,413.4,26.174193548387095,Eastern Province
2024-01,198.3,26.229032258064517,Eastern Province
2024-02,41.4,27.36896551724138,Eastern Province
2024-03,58.7,27.761290322580646,Eastern Province
2024-04,83.1,29.013333333333332,Eastern Province
2024-05,189.29999999999998,29.18064516129032,Eastern Province
2024-06,62.7,29.313333333333333,Eastern Province
2024-07,51.1,29.809677419354838,Eastern Province
2024-08,128.4,28.30322580645161,Eastern Province
2024-09,56.2,29.426666666666666,Eastern Province
2024-10,318.1,26.95483870967742,Eastern Province
2024-11,570.1,26.15666666666667,Eastern Province
2024-12,228.4,26.219354838709677,Eastern Province
2022-01,23.6,25.551612903225806,North Western Province
2022-02,61.2,25.789285714285715,North Western Province
2022-03,52.8,26.825806451612905,North Western Province
2022-04,228.0,25.976666666666667,North Western Province
2022-05,219.2,25.858064516129033,North Western Province
2022-06,111.1,25.703333333333333,North Western Province
2022-07,153.1,25.838709677419356,North Western Province
2022-08,221.7,25.32903225806452,North Western Province
2022-09,88.2,25.543333333333333,North Western Province
2022-10,362.2,24.641935483870967,North Western Province
2022-11,290.2,24.603333333333335,North Western Province
2022-12,224.3,24.22258064516129,North Western Province
2023-01,68.1,24.12258064516129,North Western Province
2023-02,87.9,24.989285714285717,North Western Province
2023-03,116.0,26.625806451612902,North Western Province
2023-04,160.4,27.19333333333333,North Western Province
2023-05,170.4,26.635483870967743,North Western Province
2023-06,102.8,26.529999999999998,North Western Province
2023-07,160.9,26.177419354838708,North Western Province
2023-08,37.3,27.40967741935484,North Western Province
2023-09,190.9,25.21333333333333,North Western Province
2023-10,379.4,25.070967741935487,North Western Province
2023-11,564.6,24.953333333333333,North Western Province
2023-12,275.5,25.306451612903224,North Western Province
2024-01,140.9,25.203225806451613,North Western Province
2024-02,15.6,27.227586206896554,North Western Province
2024-03,56.3,28.548387096774192,North Western Province
2024-04,127.9,28.416666666666668,North Western Province
2024-05,434.4,26.858064516129033,North Western Province
2024-06,134.3,26.10666666666667,North Western Province
2024-07,126.7,26.27741935483871,North Western Province
2024-08,181.1,25.938709677419357,North Western Province
2024-09,122.3,26.09,North Western Province
2024-10,286.8,25.351612903225806,North Western Province
2024-11,472.3,24.773333333333333,North Western Province
2024-12,113.7,24.96451612903226,North Western Province
2022-01,41.7,25.038709677419355,North Central Province
2022-02,82.69999999999999,25.067857142857143,North Central Province
2022-03,55.9,26.74516129032258,North Central Province
2022-04,219.7,26.613333333333333,North Central Province
2022-05,67.2,27.306451612903224,North Central Province
2022-06,58.7,27.236666666666668,North Central Province
2022-07,96.5,27.316129032258065,North Central Province
2022-08,138.2,26.838709677419356,North Central Province
2022-09,46.1,26.946666666666665,North Central Province
2022-10,254.5,25.783870967741933,North Central Province
2022-11,194.9,25.009999999999998,North Central Province
2022-12,214.9,24.654838709677417,North Central Province
2023-01,80.7,23.932258064516127,North Central Province
2023-02,120.4,24.87857142857143,North Central Province
2023-03,82.9,26.596774193548388,North Central Province
2023-04,138.1,27.676666666666666,North Central Province
2023-05,130.1,27.551612903225806,North Central Province
2023-06,23.3,28.176666666666666,North Central Province
2023-07,37.5,28.18064516129032,North Central Province
2023-08,63.2,28.79032258064516,North Central Province
2023-09,81.7,27.276666666666664,North Central Province
2023-10,298.2,26.135483870967743,North Central Province
2023-11,527.9,25.376666666666665,North Central Province
2023-12,278.9,25.32903225806452,North Central Province
2024-01,134.2,25.183870967741935,North Central Province
2024-02,12.0,26.720689655172414,North Central Province
2024-03,42.9,28.0258064516129,North Central Province
2024-04,63.4,29.246666666666666,North Central Province
2024-05,280.0,27.916129032258063,North Central Province
2024-06,47.6,27.55,North Central Province
2024-07,28.5,28.11935483870968,North Central Province
2024-08,109.9,27.425806451612903,North Central Province
2024-09,47.2,28.063333333333333,North Central Province
2024-10,211.6,26.532258064516128,North Central Province
2024-11,589.0,25.186666666666667,North Central Province
2024-12,183.2,25.429032258064513,North Central Province
2022-01,184.1,20.896774193548385,Uva Province
2022-02,146.8,21.075,Uva Province
2022-03,74.7,22.383870967741935,Uva Province
2022-04,301.4,22.490000000000002,Uva Province
2022-05,195.6,24.406451612903226,Uva Province
2022-06,116.8,24.040000000000003,Uva Province
2022-07,73.4,24.519354838709678,Uva Province
2022-08,123.2,24.074193548387097,Uva Province
2022-09,86.1,23.84333333333333,Uva Province
2022-10,203.5,22.80322580645161,Uva Province
2022-11,221.8,21.490000000000002,Uva Province
2022-12,277.7,20.929032258064513,Uva Province
2023-01,263.1,20.080645161290324,Uva Province
2023-02,207.9,20.92142857142857,Uva Province
2023-03,175.20000000000002,22.01290322580645,Uva Province
2023-04,168.6,23.033333333333335,Uva Province
2023-05,127.0,24.009677419354837,Uva Province
2023-06,126.6,25.540000000000003,Uva Province
2023-07,47.7,25.532258064516128,Uva Province
2023-08,77.4,26.306451612903224,Uva Province
2023-09,169.7,24.223333333333336,Uva Province
2023-10,336.3,22.874193548387098,Uva Province
2023-11,578.2,22.373333333333335,Uva Province
2023-12,530.7,22.183870967741935,Uva Province
2024-01,299.9,21.56451612903226,Uva Province
2024-02,112.6,22.341379310344827,Uva Province
2024-03,81.0,23.438709677419357,Uva Province
2024-04,124.8,24.923333333333336,Uva Province
2024-05,193.7,25.580645161290324,Uva Province
2024-06,64.5,25.459999999999997,Uva Province
2024-07,92.0,25.896774193548385,Uva Province
2024-08,131.2,24.983870967741936,Uva Province
2024-09,85.5,26.353333333333335,Uva Province
2024-10,153.7,23.654838709677417,Uva Province
2024-11,575.9,22.273333333333333,Uva Province
2024-12,167.7,21.9741935483871,Uva Province
2022-01,94.8,25.103225806451615,Sabaragamuwa Province
2022-02,83.10000000000001,25.90357142857143,Sabaragamuwa Province
2022-03,96.1,26.44516129032258,Sabaragamuwa Province
2022-04,364.7,25.84,Sabaragamuwa Province
2022-05,671.2,25.758064516129032,Sabaragamuwa Province
2022-06,343.2,25.63,Sabaragamuwa Province
2022-07,308.3,25.770967741935483,Sabaragamuwa Province
2022-08,395.3,25.345161290322583,Sabaragamuwa Province
2022-09,270.8,25.423333333333336,Sabaragamuwa Province
2022-10,478.1,24.87741935483871,Sabaragamuwa Province
2022-11,304.5,24.923333333333336,Sabaragamuwa Province
2022-12,238.5,24.716129032258067,Sabaragamuwa Province
2023-01,92.9,24.53548387096774,Sabaragamuwa Province
2023-02,158.8,25.235714285714288,Sabaragamuwa Province
2023-03,111.8,26.1,Sabaragamuwa Province
2023-04,153.4,26.85,Sabaragamuwa Province
2023-05,308.7,26.448387096774194,Sabaragamuwa Province
2023-06,337.3,26.09333333333333,Sabaragamuwa Province
2023-07,384.5,25.93548387096774,Sabaragamuwa Province
2023-08,187.5,26.470967741935485,Sabaragamuwa Province
2023-09,776.1,25.34,Sabaragamuwa Province
2023-10,696.3,25.429032258064513,Sabaragamuwa Province
2023-11,666.3,25.373333333333335,Sabaragamuwa Province
2023-12,454.2,25.406451612903226,Sabaragamuwa Province
2024-01,138.5,25.593548387096774,Sabaragamuwa Province
2024-02,46.4,26.813793103448276,Sabaragamuwa Province
2024-03,95.0,27.858064516129033,Sabaragamuwa Province
2024-04,185.1,27.9,Sabaragamuwa Province
2024-05,730.2,26.961290322580645,Sabaragamuwa Province
2024-06,417.9,26.336666666666666,Sabaragamuwa Province
2024-07,369.5,26.4,Sabaragamuwa Province
2024-08,417.5,26.05483870967742,Sabaragamuwa Province
2024-09,414.8,25.883333333333333,Sabaragamuwa Province
2024-10,426.0,25.822580645161292,Sabaragamuwa Province
2024-11,423.0,25.236666666666668,Sabaragamuwa Province
2024-12,162.4,25.65806451612903,Sabaragamuwa Province
